,Rating,Name,Country,Overall_review,Review_times,Review_date,Review_tags,Subjectivity,Polarity,Analysis
246,8.3,Kristián,Slovakia,Very Good,28,2019-01-30,"Leisure trip, Couple, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.7800000000000001,0.9099999999999999,Positive
247,8.3,Susan,United States of America,Very Good,23,2019-01-29,"Leisure trip, Couple, Double Room with Two Double Beds, Stayed 2 nights, Submitted from a mobile device",0.7800000000000001,0.9099999999999999,Positive
248,7.5,Jose,Mexico,Good for the price. Excellent location!,8,2019-01-29,"Leisure trip, Couple, Twin Room with Two Twin Beds, Stayed 3 nights",0.8,0.85,Positive
249,7.5,Lajon,United States of America,It was good,25,2018-12-29,"Leisure trip, Couple, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
250,8.8,Heli,Canada,"Great location. Clean, calm place. Services close by. Excellent for independent travellers.",17,2018-12-29,"Leisure trip, Couple, Queen Room, Stayed 1 night",0.665,0.49333333333333335,Positive
251,7.1,Angel,United States of America,We had to pay extra for parking. Not good,1,2018-12-27,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.35000000000000003,-0.175,Negative
252,6.3,Kwee,Singapore,"Overall, it could have been better.",2,2018-12-27,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 4 nights, Submitted from a mobile device",0.25,0.25,Positive
253,8.3,Dan,United States of America,"Nice value, good location. We’ll stay again. If they fix the paint on the radiator.",21,2018-12-26,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.8,0.6499999999999999,Positive
254,7.9,Myra,United States of America,Nice place.  And I would still like to stay here next time.,1,2018-12-25,"Leisure trip, Family with young children, Queen Room, Stayed 2 nights",0.5,0.3,Positive
255,7.9,Robert,United States of America,Good,14,2018-12-24,"Leisure trip, Couple, Twin Room with Two Twin Beds, Stayed 1 night, Submitted from a mobile device",0.6000000000000001,0.7,Positive
256,8.8,Ruibo,United States of America,Good enough,3,2018-12-23,"Leisure trip, Solo traveler, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.55,0.35,Positive
257,7.1,Leonora,United States of America,Good,1,2018-12-22,"Solo traveler, Queen Room, Stayed 6 nights",0.6000000000000001,0.7,Positive
258,7.5,Sarah,Vietnam,"Good location, value for money",19,2018-12-20,"Leisure trip, Group, Twin Room with Two Twin Beds, Stayed 2 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
259,6.3,Kakashi,United States of America,It’s ok,1,2018-12-20,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 3 nights, Submitted from a mobile device",0.5,0.5,Positive
260,6.7,Haotian,United States of America,Pleasant,1,2018-12-20,"Leisure trip, Family with young children, Twin Room with Two Twin Beds, Stayed 3 nights, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
261,8.3,Marta18,Italy,Very Good,10,2018-12-20,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 4 nights, Submitted from a mobile device",0.7800000000000001,0.9099999999999999,Positive
262,7.5,Clarice,United States of America,Good,1,2018-12-19,"Leisure trip, Solo traveler, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
263,6.3,Francesco,United Kingdom,Average and central,20,2018-12-19,"Leisure trip, Group, Twin Room with Two Twin Beds, Stayed 1 night, Submitted from a mobile device",0.32499999999999996,-0.075,Negative
264,6.7,Aylin,United States of America,Pleasant,20,2018-12-19,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 3 nights, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
265,6.3,Jessalyn,United States of America,valet Ripped off but comfortable stay,1,2018-12-18,"Group, Queen Room, Stayed 1 night",0.8,0.4,Positive
266,6.3,Michelle,Australia,"A beautiful hotel in a good location which could be really nice, if the staff would do a better job",2,2018-12-18,"Leisure trip, Solo traveler, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.775,0.6625,Positive
267,8.3,Ina,Germany,Very Good,10,2018-12-17,"Business trip, Solo traveler, Queen Room, Stayed 1 night",0.7800000000000001,0.9099999999999999,Positive
268,6.3,Aikaterini,Spain,Pleasant,20,2018-12-15,"Leisure trip, Group, Twin Room with Two Twin Beds, Stayed 3 nights, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
269,6.7,Megan,Australia,Pleasant,7,2018-12-13,"Leisure trip, Family with young children, Queen Room, Stayed 4 nights, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
270,7.9,Leticia,United States of America,Good,3,2018-12-13,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.6000000000000001,0.7,Positive
271,7.5,Fran,United States of America,"Good location,friendly staff",29,2018-12-13,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
272,7.1,Andrew,New Zealand,"Good location, poor customer service.",7,2018-12-12,"Leisure trip, Group, Twin Room with Two Twin Beds, Stayed 3 nights",0.6000000000000001,0.14999999999999997,Positive
273,8.8,Marcia,United States of America,Best way to see this part of SanFrancisco is by public transportation.,3,2018-12-12,"Business trip, Solo traveler, Queen Room, Stayed 1 night",0.18333333333333332,0.5,Positive
274,7.9,Tracey,United Kingdom,"Good location, great price, nice little breakfast, nothing to complain about really",4,2018-11-15,"Leisure trip, Couple, Queen Room, Stayed 3 nights",0.6100000000000001,0.42250000000000004,Positive
275,6.3,Lawrence,United States of America,Pleasant,1,2018-11-14,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
276,7.5,Juanjo699,Colombia,Good,46,2018-11-13,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 2 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
277,7.5,Stephan,Bulgaria,Good,26,2018-11-13,"Leisure trip, Solo traveler, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
278,6.7,Douglas,Brazil,Pleasant,1,2018-11-12,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
279,6.7,M,United States of America,Affordable hotel located in downtown San Francisco.,45,2018-11-11,"Business trip, Solo traveler, Queen Room, Stayed 6 nights",0.0,0.0,Neutral
280,6.7,Joanne,United States of America,Pleasant,8,2018-11-10,"Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
281,8.3,Eszter,Hungary,Worth for a few days. Recommended!,3,2018-11-09,"Leisure trip, Couple, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.1,0.024999999999999994,Positive
282,8.8,Nicola,Austria,Excellent,4,2018-11-08,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",1.0,1.0,Positive
283,8.8,Stewart,United Kingdom,A quirky hotel in the city centre,1,2018-11-08,"Leisure trip, Couple, Twin Room with Two Twin Beds, Stayed 3 nights, Submitted from a mobile device",1.0,0.0,Neutral
284,6.3,Jud222,Hungary,Pleasant,16,2018-11-08,"Leisure trip, Family with young children, Twin Room with Two Twin Beds, Stayed 3 nights",0.9666666666666667,0.7333333333333333,Positive
285,8.3,Ms,United States of America,Very Good,8,2018-11-08,"Leisure trip, Solo traveler, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.7800000000000001,0.9099999999999999,Positive
286,7.1,Lynda,Canada,"Good stay, ideal location, nice staff.",8,2018-11-08,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 3 nights, Submitted from a mobile device",0.8666666666666667,0.7333333333333334,Positive
287,7.1,Lynne,United Kingdom,Good,9,2018-11-07,"Leisure trip, Couple, Queen Room, Stayed 5 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
288,7.1,Brooke,Australia,Good,2,2018-11-07,"Leisure trip, Family with young children, Twin Room with Two Twin Beds, Stayed 3 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
289,7.1,Adam,Poland,good spot for short stay,29,2018-11-06,"Leisure trip, Couple, Room Selected at Check-In, Stayed 2 nights",0.45000000000000007,0.35,Positive
290,7.9,Martha,Canada,Good,1,2018-11-06,"Group, Queen Room, Stayed 1 night, Submitted from a mobile device",0.6000000000000001,0.7,Positive
291,7.9,Carol,United States of America,Good,4,2018-11-06,"Leisure trip, Group, Double Room with Two Double Beds, Stayed 4 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
292,7.5,Aurelia,United States of America,Over all is good,3,2018-11-05,"Solo traveler, Twin Room with Two Twin Beds, Stayed 1 night, Submitted from a mobile device",0.6000000000000001,0.7,Positive
293,7.5,Lorraine,Australia,Good,31,2018-11-03,"Leisure trip, Couple, Twin Room with Two Twin Beds, Stayed 4 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
294,8.8,Bruce,United States of America,Met my expectations.,1,2018-11-02,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.0,0.0,Neutral
295,7.1,Sandra,Australia,Great location and clean rooms,2,2018-11-02,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.7250000000000001,0.5833333333333334,Positive
296,7.5,Brenda,United States of America,Good,3,2018-11-01,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.6000000000000001,0.7,Positive
297,6.7,Suzy,United States of America,The central location is great.The room was comfortable.The staff was unwelcoming and unhelpful.,4,2018-11-01,"Group, Double Room with Two Double Beds, Stayed 2 nights",0.25,0.0,Neutral
298,7.5,John,New Zealand,Good,16,2018-11-01,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 1 night",0.6000000000000001,0.7,Positive
299,7.1,Alex,Canada,"Great location with friendly staff, but the bar is noisy & will keep you up until 2am.",7,2018-10-03,"Leisure trip, Couple, Queen Room, Stayed 1 night",0.625,0.5875,Positive
300,7.1,Maria,United States of America,Good,15,2018-10-02,"Leisure trip, Couple, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
301,8.8,Christian,United States of America,Quaint & Convenient,1,2018-10-02,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.0,0.0,Neutral
302,8.8,Janet,United Kingdom,Friendly place to stay and very clean.helpful staff,7,2018-10-01,"Leisure trip, Couple, Queen Room, Stayed 4 nights, Submitted from a mobile device",0.4,0.2875,Positive
303,7.1,Amanda,Canada,"Good location, clean room",13,2018-10-01,"Leisure trip, Couple, Queen Room, Stayed 2 nights",0.6500000000000001,0.5333333333333333,Positive
304,6.7,Angela,United States of America,Pleasant,4,2018-10-01,"Business trip, Solo traveler, Room Selected at Check-In, Stayed 1 night",0.9666666666666667,0.7333333333333333,Positive
305,8.3,Russell,New Zealand,Very Good,1,2018-10-01,"Leisure trip, Couple, Queen Room, Stayed 4 nights",0.7800000000000001,0.9099999999999999,Positive
306,8.3,David,United States of America,I would definitely staff there again.,1,2018-10-01,"Business trip, Solo traveler, Room Selected at Check-In, Stayed 4 nights",0.5,0.0,Neutral
307,8.3,Dan,Canada,Very Good,3,2018-09-30,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.7800000000000001,0.9099999999999999,Positive
308,7.5,Lizzy,United Kingdom,Good value & great location but bathroom needs updating,17,2018-09-30,"Leisure trip, Group, Twin Room with Two Twin Beds, Stayed 1 night",0.675,0.75,Positive
309,6.3,Sam,United States of America,ok,4,2018-09-30,"Leisure trip, Solo traveler, Queen Room, Stayed 1 night",0.5,0.5,Positive
310,8.8,William,United States of America,Excellent,12,2018-09-30,"Leisure trip, Solo traveler, Twin Room with Two Twin Beds, Stayed 2 nights, Submitted from a mobile device",1.0,1.0,Positive
311,8.3,Adriana,Argentina,Very Good,7,2018-09-28,"Leisure trip, Group, Double Room with Two Double Beds, Stayed 5 nights",0.7800000000000001,0.9099999999999999,Positive
312,6.7,Jessica,United States of America,Pleasant,1,2018-09-28,"Business trip, Solo traveler, Room Selected at Check-In, Stayed 3 nights",0.9666666666666667,0.7333333333333333,Positive
313,6.7,Gianna,United States of America,Pleasant,1,2018-09-28,"Business trip, Solo traveler, Room Selected at Check-In, Stayed 3 nights",0.9666666666666667,0.7333333333333333,Positive
314,6.3,Kaz,United Kingdom,No welcome at this old hotel,2,2018-09-27,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 4 nights, Submitted from a mobile device",0.55,-0.15000000000000002,Negative
315,6.7,Simon,United Kingdom,Pleasant,3,2018-09-26,"Leisure trip, Travelers with friends, Twin Room with Two Twin Beds, Stayed 1 night, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
316,7.5,Fred,United States of America,"All in all, the room was fine, the location GREAT, the staff, Wonderful. The BREAKFAST HORRIBLE!",2,2018-09-25,"Leisure trip, Group, Queen Room, Stayed 2 nights",0.8125,0.3041666666666667,Positive
317,7.5,Claire,Ireland,Good,3,2018-09-25,"Leisure trip, Couple, Queen Room, Stayed 5 nights",0.6000000000000001,0.7,Positive
318,6.7,Joyce,United States of America,Pleasant,3,2018-09-25,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
319,8.3,Sonia,New Zealand,We enjoyed our stay and would recommend it to others as it was recommended to us.,6,2018-09-25,"Leisure trip, Couple, Double Room with Two Double Beds, Stayed 3 nights",0.7,0.5,Positive
320,7.5,Karen,United Kingdom,Good,10,2018-09-24,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
321,7.1,Jennifer,United States of America,Good,5,2018-09-24,"Leisure trip, Couple, Double Room with Two Double Beds, Stayed 1 night",0.6000000000000001,0.7,Positive
322,7.1,Tony,United States of America,Good,8,2018-09-24,"Leisure trip, Travelers with friends, Queen Room, Stayed 1 night, Submitted from a mobile device",0.6000000000000001,0.7,Positive
323,7.5,Pauline,United Kingdom,very  pleasant  great location for union street etc,1,2018-09-24,"Leisure trip, Group, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.875,0.8766666666666667,Positive
324,6.3,Pamela,United States of America,Pleasant,3,2018-08-22,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.9666666666666667,0.7333333333333333,Positive
325,7.5,Ellen,United States of America,"Although there were some issues, this was a reasonably priced hotel an it worked for us.",5,2018-08-21,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 4 nights",0.6,0.2,Positive
326,7.1,Anonymous,Canada,you got what you pay,5,2018-08-21,"Leisure trip, Solo traveler, Queen Room, Stayed 5 nights",0.0,0.0,Neutral
327,7.1,Natalie,Canada,Good value for money,1,2018-08-21,"Business trip, Solo traveler, Queen Room, Stayed 3 nights",0.6000000000000001,0.7,Positive
328,7.5,Leilee,United States of America,Good,7,2018-08-21,"Family with young children, Twin Room with Two Twin Beds, Stayed 1 night, Submitted from a mobile device",0.6000000000000001,0.7,Positive
329,8.3,Toke,Thailand,Very Good,62,2018-08-20,"Leisure trip, Group, Twin Room with Two Twin Beds, Stayed 1 night",0.7800000000000001,0.9099999999999999,Positive
330,8.8,James,Canada,It overall was fine.,6,2018-08-20,"Leisure trip, Couple, Queen Room, Stayed 6 nights, Submitted from a mobile device",0.25,0.20833333333333334,Positive
331,7.5,Carlos,United States of America,"Great value, will make you feel like you’re stealing.",2,2018-08-20,"Leisure trip, Family with young children, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.75,0.8,Positive
332,6.3,Mike,New Zealand,Pleasant,11,2018-08-19,"Leisure trip, Couple, Queen Room, Stayed 3 nights",0.9666666666666667,0.7333333333333333,Positive
333,6.7,Karen,United Kingdom,"Good place to stay for a night or two. Value for money, without the frills!",4,2018-08-19,"Leisure trip, Group, Queen Room, Stayed 1 night, Submitted from a mobile device",0.6000000000000001,0.875,Positive
334,7.9,Sonia,Spain,Good location,13,2018-08-19,"Leisure trip, Travelers with friends, Double Room with Two Double Beds, Stayed 3 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
335,7.9,Sarah,Australia,Value,2,2018-08-18,"Leisure trip, Couple, Queen Room, Stayed 4 nights, Submitted from a mobile device",0.0,0.0,Neutral
336,7.9,Lusiana,Fiji,Excellent,2,2018-08-17,"Leisure trip, Group, Double Room with Two Double Beds, Stayed 5 nights, Submitted from a mobile device",1.0,1.0,Positive
337,7.5,Robert,United States of America,The hotel Beresford is a good deal This is our 6th time staying with them,6,2018-08-17,"Leisure trip, Couple, Twin Room with Two Twin Beds, Stayed 2 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
338,7.9,Smriti,United States of America,Love the location. Best staff. Bed sheets were not clean. They looked like they were not washed.,8,2018-08-17,"Leisure trip, Couple, Twin Room with Two Twin Beds, Stayed 2 nights, Submitted from a mobile device",0.5333333333333333,0.4388888888888889,Positive
339,7.9,Chuck,United States of America,It was just what I expected and therefore a decent value and a nice change of pace,12,2018-08-16,"Leisure trip, Couple, Queen Room, Stayed 1 night",0.6888888888888888,0.2222222222222222,Positive
340,7.5,Khaliunbat,Mongolia,Good,12,2018-08-16,"Business trip, Group, Double Room with Two Double Beds, Stayed 2 nights",0.6000000000000001,0.7,Positive
341,8.8,Agata,United States of America,Excellent,15,2018-08-15,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 1 night, Submitted from a mobile device",1.0,1.0,Positive
342,7.1,Michael,Germany,Okay for a short stay,4,2018-08-15,"Leisure trip, Couple, Twin Room with Two Twin Beds, Stayed 3 nights, Submitted from a mobile device",0.4,0.25,Positive
343,7.1,Kimberly,United States of America,"Might stay here again, but questionable since there are so many options in SFO>",5,2018-08-14,"Leisure trip, Couple, Queen Room, Stayed 2 nights",0.75,0.0,Neutral
344,7.9,Odran,United Kingdom,Good,9,2018-08-13,"Leisure trip, Couple, Queen Room, Stayed 5 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
345,8.8,Veganfoodie,United States of America,"Overall excellent stay.  First trip to SF, and really enjoyed it.",5,2018-08-13,"Leisure trip, Couple, Queen Room, Stayed 4 nights",0.5083333333333333,0.4375,Positive
346,7.5,Kate,Australia,Good,23,2018-08-13,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.6000000000000001,0.7,Positive
347,7.9,Boyd,United States of America,Good,16,2018-08-12,"Leisure trip, Couple, Queen Room, Stayed 1 night",0.6000000000000001,0.7,Positive
348,8.8,Edanilka,Puerto Rico,Excellent,5,2018-08-11,"Business trip, Solo traveler, Queen Room, Stayed 4 nights, Submitted from a mobile device",1.0,1.0,Positive
349,9.0,Johnny,United States of America,Excellent,5,2020-02-15,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",1.0,1.0,Positive
350,9.6,Susan,Australia,Another great stay at the Beresford,39,2020-02-15,"Leisure trip, Travelers with friends, Twin Room with Two Twin Beds, Stayed 3 nights, Submitted from a mobile device",0.75,0.8,Positive
351,10.0,Carolyn,United States of America,Hotel Beresford - a little gem by Union Square,1,2020-02-14,"Leisure trip, Travelers with friends, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.5,-0.1875,Negative
352,1.0,The,United States of America,Stay somewhere else,1,2020-02-14,"Leisure trip, Travelers with friends, Queen Room, Stayed 1 night, Submitted from a mobile device",0.0,0.0,Neutral
353,3.0,Adolfo,United States of America,Too noisy seems the walls thin. Staff not helpful,2,2020-02-14,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.8500000000000001,-0.4,Negative
354,5.0,Luciana,United States of America,"Good value, very basic",2,2020-02-14,"Business trip, Solo traveler, Twin Room with Two Twin Beds, Stayed 2 nights, Submitted from a mobile device",0.38125000000000003,0.35,Positive
355,9.0,Iana,United States of America,Awesome,4,2020-02-14,"Leisure trip, Travelers with friends, Queen Room, Stayed 1 night, Submitted from a mobile device",1.0,1.0,Positive
356,9.0,Maureen,United States of America,Great value for your money,18,2020-02-14,"Leisure trip, Solo traveler, Queen Room, Stayed 4 nights, Submitted from a mobile device",0.75,0.8,Positive
357,5.0,Karen,United States of America,Good location but there are more comfortable hotels in the area,2,2020-02-13,"Leisure trip, Couple, Double Room with Two Double Beds, Stayed 2 nights, Submitted from a mobile device",0.6333333333333334,0.5333333333333333,Positive
358,10.0,Sharon,United States of America,Exceptional,1,2020-02-13,"Leisure trip, Couple, Queen Room, Stayed 4 nights",1.0,0.6666666666666666,Positive
359,5.0,Serge,France,Fair,4,2020-02-10,"Business trip, Solo traveler, Queen Room, Stayed 1 night",0.9,0.7,Positive
360,5.0,Steven,United States of America,Great value just old and run down.,3,2020-02-10,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.412962962962963,0.24814814814814815,Positive
361,10.0,Joseph,United States of America,Satisfied enough that we will return.,1,2020-02-09,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.75,0.25,Positive
362,9.6,Pavel,United States of America,Exceptional,6,2020-02-09,"Leisure trip, Solo traveler, Twin Room with Two Twin Beds, Stayed 1 night, Submitted from a mobile device",1.0,0.6666666666666666,Positive
363,9.2,Judy,New Zealand,Awesome,1,2020-02-08,"Leisure trip, Family with young children, Twin Room with Two Twin Beds, Stayed 3 nights, Submitted from a mobile device",1.0,1.0,Positive
364,9.2,Eric,United States of America,Awesome,1,2020-02-07,"Business trip, Solo traveler, Queen Room, Stayed 1 night, Submitted from a mobile device",1.0,1.0,Positive
365,9.0,Alexander,United States of America,Great value for the money,18,2020-02-04,"Business trip, Solo traveler, Queen Room, Stayed 4 nights",0.75,0.8,Positive
366,9.0,Tai,New Zealand,great,9,2020-02-02,"Leisure trip, Solo traveler, Queen Room, Stayed 10 nights",0.75,0.8,Positive
367,10.0,Eduardo,Mexico,Exceptional,1,2020-02-02,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",1.0,0.6666666666666666,Positive
368,3.0,Michele,United States of America,Marginal at best,1,2020-02-01,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.3,1.0,Positive
369,9.0,Yu-kun,Taiwan,Awesome,37,2020-02-01,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 4 nights, Submitted from a mobile device",1.0,1.0,Positive
370,10.0,Eduardo,Mexico,Exceptional,3,2020-01-31,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",1.0,0.6666666666666666,Positive
371,10.0,Rebecca,United States of America,Wonderful!,1,2020-01-30,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 1 night, Submitted from a mobile device",1.0,1.0,Positive
372,5.0,Jeanne,United States of America,Nice.....but.....,4,2020-01-28,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.0,0.0,Neutral
373,9.0,Autumn,United States of America,Great place.,5,2020-01-27,"Business trip, Solo traveler, Queen Room, Stayed 5 nights",0.75,0.8,Positive
374,9.2,John,United States of America,Awesome,5,2019-12-09,"Leisure trip, Solo traveler, Queen Room, Stayed 5 nights, Submitted from a mobile device",1.0,1.0,Positive
375,10.0,Rebecca,United States of America,Great location and great value,4,2019-12-08,"Leisure trip, Couple, Twin Room with Two Twin Beds, Stayed 9 nights, Submitted from a mobile device",0.75,0.8,Positive
376,4.2,Randall,United States of America,Disappointing,1,2019-12-08,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",0.7,-0.6,Negative
377,9.6,Mark,United States of America,Exceptional,3,2019-12-08,"Business trip, Solo traveler, Queen Room, Stayed 10 nights, Submitted from a mobile device",1.0,0.6666666666666666,Positive
378,3.3,Mary,Australia,Poor,3,2019-12-08,"Leisure trip, Family with young children, Twin Room with Two Twin Beds, Stayed 3 nights, Submitted from a mobile device",0.6,-0.4,Negative
379,5.0,Rebecca,United States of America,Low cost option for the frugal traveler.,5,2019-12-07,"Business trip, Solo traveler, Queen Room, Stayed 1 night",0.3,0.0,Neutral
380,10.0,Mary,Ireland,"Value for money,centrally located,hotel very clean,friendly and courteous staff",3,2019-12-04,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.65,0.4,Positive
381,5.8,Jeile,United Kingdom,"It's a 2 star, and kinda lives up to its rating",17,2019-12-04,"Leisure trip, Solo traveler, Queen Room, Stayed 1 night, Submitted from a mobile device",0.0,0.0,Neutral
382,5.0,Anoop,United States of America,Fair,2,2019-12-01,"Leisure trip, Family with young children, Double Room with Two Double Beds, Stayed 3 nights, Submitted from a mobile device",0.9,0.7,Positive
383,10.0,Robin,United States of America,Exceptional,1,2019-12-01,"Leisure trip, Couple, Queen Room, Stayed 1 night, Submitted from a mobile device",1.0,0.6666666666666666,Positive
384,4.2,Julien,France,Disappointing,1,2019-11-27,"Business trip, Solo traveler, Queen Room, Stayed 1 night, Submitted from a mobile device",0.7,-0.6,Negative
385,5.0,Patricia,United States of America,"For a 4 day business trip, it was fine.",1,2019-11-26,"Business trip, Solo traveler, Room Selected at Check-In, Stayed 4 nights",0.5,0.4166666666666667,Positive
386,5.0,Michael,United States of America,Fair,1,2019-11-26,"Business trip, Solo traveler, Room Selected at Check-In, Stayed 4 nights",0.9,0.7,Positive
387,9.2,Richard,United States of America,Awesome,4,2019-11-25,"Leisure trip, Family with young children, Queen Room, Stayed 2 nights, Submitted from a mobile device",1.0,1.0,Positive
388,10.0,Inbal,Canada,Exceptional,8,2019-11-22,"Business trip, Solo traveler, Room Selected at Check-In, Stayed 4 nights, Submitted from a mobile device",1.0,0.6666666666666666,Positive
389,1.0,Joann,United States of America,Worst. Hotel. Ever.,1,2019-11-22,"Business trip, Group, Room Selected at Check-In, Stayed 4 nights",1.0,-1.0,Negative
390,3.0,Megan,Australia,Do not stay unless absolutely desperate.,15,2019-11-22,"Leisure trip, Solo traveler, Queen Room, Stayed 2 nights",1.0,-0.6,Negative
391,9.0,Susanne,United States of America,Awesome,1,2019-11-19,"Leisure trip, Couple, Queen Room, Stayed 1 night",1.0,1.0,Positive
392,9.0,Debra,United States of America,Awesome,2,2019-11-19,"Leisure trip, Group, Twin Room with Two Twin Beds, Stayed 1 night, Submitted from a mobile device",1.0,1.0,Positive
393,10.0,Jimmied,Canada,"Would highly recommend staying here, as we stayed 3 nights",9,2019-11-17,"Leisure trip, Couple, Double Room with Two Double Beds, Stayed 3 nights, Submitted from a mobile device",0.5399999999999999,0.16,Positive
394,5.0,Montse,Spain,Fair,35,2019-11-16,"Leisure trip, Group, Queen Room, Stayed 4 nights",0.9,0.7,Positive
395,3.0,Lesley,United Kingdom,Going back. But paying more to stay hopefully in a better hotel.,11,2019-11-16,"Leisure trip, Couple, Queen Room, Stayed 2 nights, Submitted from a mobile device",0.3333333333333333,0.3333333333333333,Positive
396,1.0,Joey,Ireland,Very Poor,3,2019-11-15,"Leisure trip, Family with young children, Queen Room, Stayed 3 nights, Submitted from a mobile device",0.78,-0.52,Negative
397,5.0,Roshika,Australia,Good location but hotel needs to be upgraded,2,2019-11-15,"Leisure trip, Group, Twin Room with Two Twin Beds, Stayed 3 nights",0.6000000000000001,0.7,Positive
398,10.0,Katie,United Kingdom,Exceptional,1,2019-11-14,"Leisure trip, Travelers with friends, Double Room with Two Double Beds, Stayed 5 nights, Submitted from a mobile device",1.0,0.6666666666666666,Positive
399,4.6,Lauren,United Kingdom,Disappointing,3,2019-10-04,"Leisure trip, Group, Queen Room, Stayed 4 nights",0.7,-0.6,Negative
400,2.0,Sharon,France,Overpriced.  Maybe if you eat a big breakfast it's worth it?  I didn't have breakfast,5,2019-10-04,"Business trip, Solo traveler, Room Selected at Check-In, Stayed 3 nights",0.1,0.15,Positive
